ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
DM0923,Insect Soldiers of the Sky,Monster (Effect),1000,800,"If this card attacks a WIND monster, it gains 1000 ATK during the Damage Step only.",2.2,
DM0924,Inspection,Spell,,,"During your opponent's Standby Phase, you can pay 500 Life Points to randomly select 1 card in your ",2.3,
DM0925,Interdimensional Matter Transporter,Trap,,,Target 1 face-up monster you control; banish that target until the End Phase.,3.5,
DM0926,Invader from Another Dimension,Monster (Normal),950,1400,An extraterrestrial monster that came from a distant galaxy.,2.3,
DM0927,Invader of Darkness,Monster (Effect),2900,2500,Your opponent cannot activate Quick-Play Spell Cards.,4.5,
DM0928,Invader of the Throne,Monster (Effect),1350,1700,FLIP: Select 1 monster on your opponent's side of the field and switch control of it with this card.,3.2,
DM0929,Invasion of Flames,Monster (Effect),1300,1200,"When this card is Normal Summoned successfully, no Trap Cards can be activated.",2.3,
DM0930,Invigoration,Spell,,,An EARTH monster equipped with this card increases its ATK by 400 points and decreases its DEF by 20,3.5,
DM0931,Invitation to a Dark Sleep,Monster (Effect),1500,1800,"When this monster is summoned (excluding Special Summon), select 1 of your opponent's monsters. As l",2.3,
DM0932,Iron Blacksmith Kotetsu,Monster (Effect),500,500,FLIP: Add 1 Equip Spell from your Deck to your hand.,1.5,
DM0933,Island Turtle,Monster (Normal),1100,2000,A huge turtle that is often mistaken for an island.,3.3,
DM0934,Jack's Knight,Monster (Normal),1900,1000,"A strong master swordsman. His loyalty is to justice, his duty to protect the weak.",2.3,
DM0935,Jade Insect Whistle,Spell,,,"Your opponent selects 1 Insect-Type Monster from their Deck. After shuffling the Deck, place the car",2.3,
DM0936,Jam Breeding Machine,Spell,,,"During each of your Standby Phases: Special Summon 1 ""Slime Token"" (Aqua-Type/WATER/LEVEL 1/ATK 500/",3.5,
DM0937,Jam Defender,Trap,,,"When an opponent's monster declares an attack on a monster you control: You can target 1 ""Revival Ja",3.5,
DM0938,Jar Robber,Spell,,,"You can only activate this card when ""Pot of Greed"" is activated. Negate the effect of the ""Pot of G",3.5,
DM0939,Jar of Greed,Trap,,,Draw 1 card.,2.3,
DM0940,Javelin Beetle,Monster (Ritual),2450,2550,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Javelin Beetle Pact"".",4.1,
DM0941,Javelin Beetle Pact,Spell,,,"This card is used to Ritual Summon ""Javelin Beetle"". You must also Tribute monsters from the field o",2.3,
DM0942,Jellyfish,Monster (Normal),1200,1500,"An almost invisible, semi-transparent jellyfish that drifts in the sea.",2.3,
DM0943,Jigen Bakudan,Monster (Effect),200,1000,"FLIP: After this card is flipped, Tribute it during your Standby Phase to destroy all monsters you c",2.2,
DM0944,Jinzo,Monster (Effect),2400,1500,"Trap Cards, and their effects on the field, cannot be activated. Negate all Trap effects on the fiel",5.1,
DM0945,Jinzo #7,Monster (Effect),500,400,This monster can attack your opponent's Life Points directly.,1.5,
DM0946,Jirai Gumo,Monster (Effect),2200,100,"When this card declares an attack: Toss a coin and call it. If you call it wrong, lose half your Lif",5.1,
DM0947,Job-Change Mirror,Monster (Normal),800,1300,''A wicked mirror that blocks off the damaging effects of an attack.'',2.1,
DM0948,Jowgen the Spiritualist,Monster (Effect),200,1300,You can discard 1 random card from your hand to the Graveyard; destroy all Special Summoned monsters,2.3,
DM0949,Jowls of Dark Demise,Monster (Effect),200,100,FLIP: Take control of 1 monster on your opponent's side of the field until the end of the turn that ,1.3,
DM0950,Judge Man,Monster (Normal),2200,1500,This club-wielding warrior battles to the end and will never surrender.,3.5,
DM0951,Judgment of Anubis,Trap,,,When your opponent activates a Spell Card that would destroy a Spell/Trap Card(s) on the field: Disc,3.5,
DM0952,Judgment of the Desert,Trap,,,The Battle Positions of face-up monsters that are flipped face-up after activation of this card cann,2.3,
DM0953,Judgment of the Pharaoh,Trap,,,"Pay half of your Life Points. Select and activate an appropriate effect which can be applied: ● If """,3.5,
DM0954,Just Desserts,Trap,,,Inflict 500 damage to your opponent for each monster they control.,3.5,
DM0955,KA-2 Des Scissors,Monster (Effect),1000,1000,"When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damag",2.2,
DM0956,Kabazauls,Monster (Normal),1700,1500,A huge monster in the shape of a hippopotamus. The sneezing from his gigantic body is so fierce that,2.5,
DM0957,Kagemusha of the Blue Flame,Monster (Normal),800,400,"Serving as a double for the Ruler of the Blue Flame, he's a master swordsman that wields a fine blad",1.5,
DM0958,Kageningen,Monster (Normal),800,600,He yoozes both a physical and a shadow form ta attack. So he's a tough monstah ta beat!,1.5,
DM0959,Kaibaman,Monster (Effect),200,700,"You can Tribute this card; Special Summon 1 ""Blue-Eyes White Dragon"" from your hand.",1.5,
DM0960,Kairyu-Shin,Monster (Normal),1800,1500,"A sea dragon known as the King of the Ocean, it attacks its enemies with huge tidal waves.",2.1,
DM0961,Kaiser Colosseum,Spell,,,"If there is 1 or more monster(s) on the field of the controller of this card, his/her opponent canno",3.5,
DM0962,Kaiser Dragon,Monster (Fusion),2300,2000,"""Winged Dragon, Guardian of the Fortress #1"" + ""Fairy Dragon""",3.5,
DM0963,Kaiser Glider,Monster (Effect),2400,2200,Cannot be destroyed by battle with a monster that has the same ATK. If this card is destroyed and se,4.3,
DM0964,Kaiser Sea Horse,Monster (Effect),1700,1650,This card can be treated as 2 Tributes for the Tribute Summon of a LIGHT monster.,3.2,
DM0965,Kamakiriman,Monster (Normal),1150,1400,''A man-shaped mantis with two razor-sharp scythes.'',2.3,
DM0966,Kaminari Attack,Monster (Fusion),1900,1400,"""Ocubeam"" + ""Mega Thunderball""",3.3,
DM0967,Kaminote Blow,Spell,,,"Activate only if there is at least 1 face-up ""Chu-Ske the Mouse Fighter"", ""Monk Fighter"", or ""Master",2.3,
DM0968,Kamionwizard,Monster (Fusion),1300,1100,"""Mystical Elf"" + ""Curtain of the Dark Ones""",3.1,
DM0969,Kanan the Swordmistress,Monster (Normal),1400,1400,"A lady warrior armed with sword and shield, she floats lightly and stings sharply.",2.3,
DM0970,Kangaroo Champ,Monster (Effect),800,700,A monster that battles with this card is changed to Defense Position after damage calculation.,2.2,
DM0971,Kanikabuto,Monster (Normal),650,900,''A monster crab with huge claws for clipping enemies to little pieces.'',1.5,
DM0972,Kappa Avenger,Monster (Normal),1200,900,''An amphibian that sold his soul for unlimited power to avenge his late friend.'',2.1,
DM0973,Karakuri Spider,Monster (Effect),400,500,"If this card attacks a DARK monster, destroy the attack target after damage calculation.",1.5,
DM0974,Karate Man,Monster (Effect),1000,1000,"You can double the original ATK of this card once per turn. If you used this effect, destroy this ca",2.2,
DM0975,Karbonala Warrior,Monster (Fusion),1500,1200,"""M-Warrior #1"" + ""M-Warrior #2""",3.3,
DM0976,Kattapillar,Monster (Normal),250,300,"''Attacks enemies by spitting thin, sticky webs.''",1.1,
DM0977,Kazejin,Monster (Effect),2400,2200,"During damage calculation in your opponent's turn, if this card is being attacked: You can target th",3.3,
DM0978,Kelbek,Monster (Effect),1500,1800,A monster that attacks this card returns to the hand. Damage calculation is applied normally.,3.3,
DM0979,Keldo,Monster (Effect),1200,1600,"When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from you",3.2,
DM0980,Key Mace,Monster (Normal),400,300,Enemies' hearts will melt at the sight of this small fairy's cuteness.,1.1,
DM0981,Key Mace #2,Monster (Normal),1050,1200,This fiend brings out the worst in everyone.,2.1,
DM0982,Killer Needle,Monster (Normal),1200,1000,A huge bee with exceptional strength that's particularly dangerous in a swarm.,2.1,
DM0983,King Dragun,Monster (Fusion),2400,1100,"""Lord of D."" + ""Divine Dragon Ragnarok"" Your opponent cannot target Dragon monsters with card effect",4.1,
DM0984,King Fog,Monster (Normal),1000,900,A fiend that dwells in a blinding curtain of smoke.,1.5,
DM0985,King Tiger Wanghu,Monster (Effect),1700,1000,When a monster(s) with 1400 or less ATK is Normal Summoned or Special Summoned: Destroy those monste,3.2,
DM0986,King of Yamimakai,Monster (Normal),2000,1530,Wields the power of darkness to destroy its enemies.,3.3,
DM0987,King of the Skull Servants,Monster (Effect),0,0,"The original ATK of this card is the combined number of ""King of the Skull Servants"" and ""Skull Serv",1.3,
DM0988,King of the Swamp,Monster (Effect),500,1100,This card can be used as a substitute for any 1 Fusion Material whose name is specifically listed on,2.2,
DM0989,King's Knight,Monster (Effect),1600,1400,"When this card is Normal Summoned while you control ""Queen's Knight"": You can Special Summon 1 ""Jack",3.2,
DM0990,Kiryu,Monster (Effect),2000,1500,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to yo",3.5,
DM0991,Kiseitai,Monster (Effect),300,800,"When your opponent's monster attacks this card in face-down Defense Position, this card becomes an E",2.2,
DM0992,Kishido Spirit,Spell,,,Monsters on your side of the field cannot be destroyed in a battle if the monsters' ATK are equal.,2.3,
DM0993,Knight's Title,Spell,,,"Tribute 1 face-up ""Dark Magician""; Special Summon 1 ""Dark Magician Knight"" from your hand, Deck or G",3.5,
DM0994,Koitsu,Monster (Effect),200,100,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to yo",1.3,
DM0995,Kojikocy,Monster (Normal),1500,1200,A man-hunter with powerful arms that can crush boulders.,2.3,
DM0996,Korogashi,Monster (Normal),550,400,''A high-powered dung beetle that can roll dung larger than itself. It crushes its foes with its mas,1.3,
DM0997,Kotodama,Monster (Effect),0,1600,"If there are face-up monsters with the same name on the field, destroy those monsters. (If a monster",3.2,
DM0998,Koumori Dragon,Monster (Normal),1500,1200,"A vicious, fire-breathing dragon whose wicked flame corrupts the souls of its victims.",2.3,
DM0999,Kozaky,Monster (Normal),400,400,A workaholic fiend who devotes everything to his research into the languages of Dark World. His mind,1.1,
DM1000,Kozaky's Self-Destruct Button,Trap,,,Inflict 1000 damage to the player who destroyed this Set card.,2.3,
DM1001,Krokodilus,Monster (Normal),1100,1200,''A vicious crocodile with great intelligence.'',2.1,
DM1002,Kryuel,Monster (Effect),1000,1700,"When this card is sent to the Graveyard as a result of battle, toss a coin and call it. If you call ",3.2,
DM1003,Kumootoko,Monster (Normal),700,1400,"A massive, intelligent spider that traps enemies with webbing.",2.3,
DM1004,Kunai with Chain,Trap,,,Activate 1 or both of these effects (simultaneously). ● When an opponent's monster declares an attac,3.5,
DM1005,Kurama,Monster (Normal),800,800,A vicious bird that attacks from the skies with its whip-like tail.,1.5,
DM1006,Kuriboh,Monster (Effect),300,200,"During damage calculation, if your opponent's monster attacks (Quick Effect): You can discard this c",2.5,
DM1007,Kuwagata α,Monster (Normal),1250,1000,A very vicious stag beetle that goes for the head.,2.1,
DM1008,Kwagar Hercules,Monster (Fusion),1900,1700,"""Kuwagata α"" + ""Hercules Beetle""",3.3,
DM1009,Kycoo the Ghost Destroyer,Monster (Effect),1800,700,When this card inflicts battle damage to your opponent: You can target up to 2 monsters in their Gra,3.3,
DM1010,La Jinn the Mystical Genie of the Lamp,Monster (Normal),1800,1000,A genie of the lamp that is at the beck and call of its master.,3.1,
DM1011,LaLa Li-oon,Monster (Normal),600,600,"''An electric cloud creature, its acid rain makes it very dangerous.''",1.3,
DM1012,LaMoon,Monster (Normal),1200,1700,''A sorcerer that draws its powers from the lunar landscape.'',1.5,
DM1013,Labyrinth Tank,Monster (Fusion),2400,2400,"""Giga-Tech Wolf"" + ""Cannon Soldier""",4.1,
DM1014,Labyrinth Wall,Monster (Normal),0,3000,These walls form a labyrinth with no exit for enemies.,5.1,
DM1015,Labyrinth of Nightmare,Trap,,,"Once per turn, during each player's End Phase: Change the battle positions of all face-up monsters t",3.5,
DM1016,Lady Assailant of Flames,Monster (Effect),1500,1000,FLIP: Banish the top 3 cards of your Deck; inflict 800 damage to your opponent.,2.5,
DM1017,Lady Ninja Yae,Monster (Effect),1100,200,"By discarding 1 WIND monster from your hand to the Graveyard, return all Spell and Trap Cards on you",2.2,
DM1018,Lady Panther,Monster (Effect),1400,1300,Tribute this face-up card to return 1 of your monsters destroyed as a result of battle during this t,2.5,
DM1019,Lady of Faith,Monster (Normal),1100,800,Soothes the souls of others by chanting a mysterious spell.,1.5,
DM1020,Larvae Moth,Monster (Effect),500,400,"This monster cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing """,1.5,
DM1021,Larvas,Monster (Normal),800,1000,"A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms.",1.5,
DM1022,Laser Cannon Armor,Spell,,,Equip only to an Insect monster. It gains 300 ATK/DEF.,3.5,
DM1023,Last Day of Witch,Spell,,,Destroy all face-up Spellcaster-Type monsters on the field.,3.5,
DM1024,Last Turn,Trap,,,This card can only be activated during your opponent's turn when your Life Points are 1000 or less. ,3.5,
DM1025,Last Will,Spell,,,"If a monster on your side of the field was sent to your Graveyard this turn, you can Special Summon ",3.5,
DM1026,Laughing Flower,Monster (Normal),900,500,''A flower whose laugh can confuse the minds of enemies.'',1.5,
DM1027,Launcher Spider,Monster (Normal),2200,2500,A mechanical spider with rocket launchers capable of random fire.,4.1,
DM1028,Lava Battleguard,Monster (Effect),1550,1800,"This card gains 500 ATK for each ""Swamp Battleguard"" you control.",2.3,
DM1029,Lava Golem,Monster (Effect),3000,2500,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) to your opponent's fi,5.1,
DM1030,Left Arm of the Forbidden One,Monster (Normal),200,300,A forbidden left arm sealed by magic. Whosoever breaks this seal will know infinite power.,4.5,
DM1031,Left Leg of the Forbidden One,Monster (Normal),200,300,A forbidden left leg sealed by magic. Whosoever breaks this seal will know infinite power.,4.5,
DM1032,Legacy Hunter,Monster (Effect),1000,1500,When this card attacks a face-down Defense Position monster and destroys it and sends it to the Grav,2.5,
DM1033,Legacy of Yata-Garasu,Trap,,,Activate 1 of these effects: ● Draw 1 card. ● Activate only if your opponent controls a face-up Spir,3.5,
DM1034,Legendary Black Belt,Spell,,,"Equip only to ""Chu-Ske the Mouse Fighter"", ""Monk Fighter"", or ""Master Monk"". When the equipped monst",3.5,
DM1035,Legendary Fiend,Monster (Effect),1500,1800,"Once per turn, during your Standby Phase: This card gains 700 ATK.",2.3,
DM1036,Legendary Flame Lord,Monster (Ritual),2400,2000,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Incandescent Ordeal"". You must al",4.1,
DM1037,Legendary Jujitsu Master,Monster (Effect),1300,1800,"If this Defense Position card battled a monster, at the end of the Damage Step: Place that monster o",4.1,
DM1038,Legendary Sword,Spell,,,Equip only to a Warrior monster. It gains 300 ATK/DEF.,3.5,
DM1039,Leghul,Monster (Effect),300,350,This monster may attack your opponent's Life Points directly.,1.3,
DM1040,Lekunga,Monster (Effect),1700,500,"You can banish 2 WATER monsters from your Graveyard; Special Summon 1 ""Lekunga Token"" (Plant-Type/WA",3.2,
DM1041,Leo Wizard,Monster (Normal),1350,1200,''A wizard with a black mantle who is actually a talking lion in disguise.'',1.1,
DM1042,Leogun,Monster (Normal),1750,1550,Huge monster with a lion's mane similar to the King of Beasts.,1.5,
DM1043,Lesser Dragon,Monster (Normal),1200,1000,A minor dragon incapable of breathing fire.,2.1,
DM1044,Lesser Fiend,Monster (Effect),2100,1000,"(This card is always treated as an ""Archfiend"" card.) Banish any monster destroyed by battle with th",4.2,
DM1045,Level Conversion Lab,Trap,,,"Select 1 monster in your hand and show it to your opponent, then roll a six-sided die. If the result",2.3,
DM1046,Level Limit - Area B,Spell,,,Change all face-up Level 4 or higher monsters to Defense Position.,3.5,
DM1047,Level Up!,Spell,,,"Send 1 face-up ""LV"" monster you control to the GY; Special Summon 1 monster from your hand or Deck t",3.5,
DM1048,Levia-Dragon - Daedalus,Monster (Effect),2600,1500,"You can send 1 face-up ""Umi"" you control to the GY; destroy all other cards on the field.",4.5,
DM1049,Life Absorbing Machine,Trap,,,"During your Standby Phase, gain Life Points equal to half of the total Life Points you paid during y",1.4,
DM1050,Light of Intervention,Trap,,,"While this card is on the field, Monster Cards cannot be Set or flipped face-down. If a Monster Card",1.4,
DM1051,Light of Judgment,Trap,,,"If ""The Sanctuary in the Sky"" is on the field: Discard 1 LIGHT monster to the GY; apply 1 of the fol",3.5,
DM1052,Lighten the Load,Spell,,,"Once per turn, you can add 1 Level 7 or higher monster from your hand to your Deck and shuffle it, t",2.3,
DM1053,Lightforce Sword,Trap,,,"Banish 1 random card from your opponent's hand, face-down. During your opponent's 4th Standby Phase ",2.3,
DM1054,Lightning Blade,Spell,,,Equip only to a Warrior-Type monster. It gains 800 ATK. All WATER monsters lose 500 ATK.,3.5,
DM1055,Lightning Conger,Monster (Normal),350,750,This massive eel generates huge charges of electricity and unleashes them as thunderbolts.,1.3,
DM1056,Lightning Vortex,Spell,,,Discard 1 card; destroy all face-up monsters your opponent controls.,3.5,
DM1057,Limiter Removal,Spell,,,"Double the ATK of all Machine monsters you currently control, until the end of this turn. During the",3.5,
DM1058,Liquid Beast,Monster (Normal),950,800,A liquid life form that thrives on water.,1.5,
DM1059,Lisark,Monster (Normal),1300,1300,''A creature with sapphire eyes that mesmerizes and confuses enemies.'',2.1,
DM1060,Little Chimera,Monster (Effect),600,550,All FIRE monsters on the field gain 500 ATK. All WATER monsters on the field lose 400 ATK.,1.5,
DM1061,Little D,Monster (Normal),1100,700,"Yo, this tyrannosaurus tot's got a terrible temper.",1.5,
DM1062,Little-Winguard,Monster (Effect),1400,1800,"Once per turn, during your End Phase: You can change the battle position of this card.",3.3,
DM1063,Living Vase,Monster (Normal),900,1100,''A living vase that bites enemies and blinds them with a blast of pollen from its flower.'',1.5,
DM1064,Lizard Soldier,Monster (Normal),1100,800,"A beast soldier derived from dragons, it is small for a Dragon-Type. Moving very quickly, this monst",1.5,
DM1065,Lone Wolf,Trap,,,"Activate only if the 1 and only monster on your side of the field is ""Chu-Ske the Mouse Fighter"", ""M",2.3,
DM1066,Lord Poison,Monster (Effect),1500,1000,If this card is destroyed by battle and sent to the Graveyard: Target 1 Plant-Type monster in your G,2.5,
DM1067,Lord of D.,Monster (Effect),1200,1100,Neither player can target Dragon monsters on the field with card effects.,2.3,
DM1068,Lord of Zemia,Monster (Normal),1300,1000,''A wicked entity that manipulates enemies towards a path of destruction.'',2.1,
DM1069,Lord of the Lamp,Monster (Normal),1400,1200,This spirit emerges from the mystic lamp and obeys the wishes of its summoner.,2.3,
DM1070,Lost Guardian,Monster (Effect),100,0,The original DEF of this card equals the number of your banished Rock-Type monsters × 700.,1.3,
DM1071,Lucky Trinket,Monster (Normal),600,800,"This creature may look slim and weak, but it's protected by a mystical force.",1.5,
DM1072,Luminous Soldier,Monster (Effect),2100,1400,"If this card battles a DARK monster, increase the ATK of this card by 500 points during the Damage S",4.2,
DM1073,Luminous Spark,Spell,,,All LIGHT monsters gain 500 ATK and lose 400 DEF.,1.4,
DM1074,Lunar Queen Elzaim,Monster (Normal),750,1100,''A lovely creature guarded by the moon. Her lunar curtain can block just about any attack.'',1.5,
DM1075,Luster Dragon,Monster (Normal),1900,1600,"A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high atta",4.3,
DM1076,Luster Dragon #2,Monster (Normal),2400,1400,"This dragon feeds on emerald. Enchanted by this monster even when attacked, few people live to tell ",4.1,
DM1077,M-Warrior #1,Monster (Normal),1000,500,"Specializing in combination attacks, this warrior uses magnetism to block an enemy's escape.",1.5,
DM1078,M-Warrior #2,Monster (Normal),500,1000,"Specializing in combination attacks, this warrior is equipped with a tough, magnetically coated armo",1.5,
DM1079,Mabarrel,Monster (Normal),1700,1400,''This cannon-like creature fires eyeballs so fast they can't be seen.'',1.5,
DM1080,Machine Attacker,Monster (Normal),1600,1300,"''This machine, created to lead charges into enemy territory, mows down enemies by rushing.''",1.5,
DM1081,Machine Conversion Factory,Spell,,,Equip only to a Machine monster. It gains 300 ATK/DEF.,3.5,
DM1082,Machine Duplication,Spell,,,Target 1 Machine monster you control with 500 or less ATK; Special Summon up to 2 monsters from your,3.5,
DM1083,Machine King,Monster (Effect),2200,2000,This card gains 100 ATK for each Machine-Type monster on the field.,4.2,
DM1084,Mad Dog of Darkness,Monster (Normal),1900,1400,"He used to be a normal dog who played around in a park, but was corrupted by the powers of darkness.",4.3,
DM1085,Mad Sword Beast,Monster (Effect),1400,1200,"If this card attacks a Defense Position monster, inflict piercing battle damage.",2.5,
DM1086,Madjinn Gunn,Monster (Normal),600,800,''A living weapon that spits projectiles.'',1.5,
DM1087,Mage Power,Spell,,,The equipped monster gains 500 ATK and DEF for each Spell/Trap Card you control.,4.5,
DM1088,Magic Cylinder,Trap,,,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and ",4.5,
DM1089,Magic Drain,Trap,,,When your opponent activates a Spell Card: They can discard 1 Spell Card to negate this card's effec,3.5,
DM1090,Magic Formula,Spell,,,"Equip only to ""Dark Magician"" or ""Dark Magician Girl"". It gains 700 ATK. If this card is sent from t",3.5,
DM1091,Magic Jammer,Trap,,,"When a Spell Card is activated: Discard 1 card; negate the activation, and if you do, destroy it.",3.5,
DM1092,Magic Reflector,Spell,,,"Target 1 face-up Spell Card you control; place 1 counter on it. If it would ever be destroyed, remov",3.5,
DM1093,Magical Arm Shield,Trap,,,When your opponent declares an attack while you control a monster: Target 1 face-up monster your opp,3.5,
DM1094,Magical Dimension,Spell,,,"If you control a Spellcaster monster: Target 1 monster you control; Tribute that target, then Specia",3.5,
DM1095,Magical Ghost,Monster (Normal),1300,1400,This creature casts a spell of terror and confusion just before attacking its enemies.,2.3,
DM1096,Magical Hats,Trap,,,During your opponent's Battle Phase: Choose 2 Spell/Trap Cards from your Deck and 1 monster in your ,3.5,
DM1097,Magical Labyrinth,Spell,,,"Equip only to ""Labyrinth Wall"". You can Tribute the equipped monster; Special Summon ""Wall Shadow"" f",3.5,
DM1098,Magical Marionette,Monster (Effect),2000,1000,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolve",3.5,
DM1099,Magical Merchant,Monster (Effect),200,700,"FLIP: Excavate cards from the top of your Deck until you excavate a Spell/Trap, then add that card t",1.5,
DM1100,Magical Plant Mandragola,Monster (Effect),500,200,FLIP: Place 1 Spell Counter on each face-up card on the field that you can place a Spell Counter on.,1.5,
DM1101,Magical Scientist,Monster (Effect),300,300,Pay 1000 Life Points to Special Summon 1 level 6 or lower Fusion Monster from your Extra Deck in fac,5.1,
DM1102,Magical Stone Excavation,Spell,,,"Discard 2 cards, then target 1 Spell in your GY; add it to your hand.",2.3,
DM1103,Magical Thorn,Trap,,,"When your opponent's card(s) in their hand are discarded to the Graveyard, inflict 500 points of dam",1.4,
DM1104,Magician of Black Chaos,Monster (Ritual),2800,2600,"You can Ritual Summon this card with ""Black Magic Ritual"".",4.3,
DM1105,Magician of Faith,Monster (Effect),300,400,FLIP: Target 1 Spell in your GY; add that target to your hand.,3.5,
DM1106,Magician's Valkyria,Monster (Effect),1600,1800,"Monsters your opponent controls cannot target face-up Spellcaster-Type monsters for attacks, except ",3.3,
DM1107,Maha Vailo,Monster (Effect),1550,1400,This card gains 500 ATK for each Equip Card equipped to this card.,2.5,
DM1108,Maharaghi,Monster (Effect),1200,1700,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of ,3.2,
DM1109,Maiden of the Aqua,Monster (Effect),700,2000,"As long as this card remains face-up on the field, the field is treated as ""Umi"" (however there is n",3.5,
DM1110,Maiden of the Moonlight,Monster (Normal),1500,1300,A sorcerer blessed by lunar light with powers far beyond mortal comprehension.,2.3,
DM1111,Maji-Gire Panda,Monster (Effect),1000,800,"Each time a Beast-Type monster(s) on the field is destroyed, this card gains 500 ATK.",2.2,
DM1112,Major Riot,Trap,,,You can activate this card when 1 or more of your monsters are returned from the field to your hand ,3.5,
DM1113,Maju Garzett,Monster (Effect),0,0,The ATK of this card becomes equal to the combined original ATK of the 2 monsters you Tributed for t,1.3,
DM1114,"Makiu, the Magical Mist",Spell,,,"Target 1 ""Summoned Skull"", or 1 Thunder monster, in your Monster Zone; destroy all monsters your opp",3.5,
DM1115,Makyura the Destructor,Monster (Effect),1600,1200,If this card is sent from the Monster Zone to the GY: You can activate 1 Trap Card from your hand th,5.5,
DM1116,Malevolent Catastrophe,Trap,,,When an opponent's monster declares an attack: Destroy all Spell and Trap Cards on the field.,3.5,
DM1117,Malevolent Nuzzler,Spell,,,The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard: You can ,3.5,
DM1118,Malice Dispersion,Spell,,,Discard 1 card from your hand. Destroy all face-up Continuous Trap Cards.,3.5,
DM1119,Malice Doll of Demise,Monster (Effect),1600,1700,During your next Standby Phase after this card was sent from the field to the Graveyard by the effec,3.2,
DM1120,Mammoth Graveyard,Monster (Normal),1200,800,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers,2.1,
DM1121,Man Eater,Monster (Normal),800,600,Man-eating plant with poison feelers for attacking enemies.,1.5,
DM1122,Man-Eater Bug,Monster (Effect),450,600,FLIP: Target 1 monster on the field; destroy it.,3.5,
DM1123,Man-Eating Black Shark,Monster (Fusion),2100,1300,"""Sea Kamen"" + ""Gruesome Goo"" + ""Amazon of the Seas""",3.5,
DM1124,Man-Eating Plant,Monster (Normal),800,600,''A meat-eating plant that is attractive to the eye but dangerous when approached.'',1.5,
DM1125,Man-Eating Treasure Chest,Monster (Normal),1600,1000,A monster disguised as a treasure chest that is known to attack the unwary adventurer.,2.5,
DM1126,Man-Thro' Tro',Monster (Effect),1000,1000,"By Tributing 1 Normal Monster (except a Token) on your side of the field, inflict 800 points of dama",2.2,
DM1127,Manga Ryu-Ran,Monster (Effect),2200,2600,"(This card is always treated as a ""Toon"" card.) Cannot be Normal Summoned/Set. Must first be Special",4.5,
DM1128,Manju of the Ten Thousand Hands,Monster (Effect),1400,1000,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster or 1 Ritual Spell from your ,2.5,
DM1129,Manticore of Darkness,Monster (Effect),2300,1000,During the End Phase of the turn this card was sent to the Graveyard: You can send to the Graveyard ,4.2,
DM1130,Marauding Captain,Monster (Effect),1200,400,"Your opponent cannot target Warrior monsters for attacks, except this one. When this card is Normal ",2.3,
DM1131,Marine Beast,Monster (Fusion),1700,1600,"""Water Magician"" + ""Behegon""",3.5,
DM1132,Marshmallon,Monster (Effect),300,500,"Cannot be destroyed by battle. After damage calculation, if this card was attacked, and was face-dow",4.5,
DM1133,Marshmallon Glasses,Spell,,,"While ""Marshmallon"" is in your Monster Zone, your opponent cannot target monsters other than ""Marshm",2.3,
DM1134,Maryokutai,Monster (Effect),900,900,"During your opponent's turn, when your opponent activates a Spell Card (Quick Effect): You can Tribu",2.2,
DM1135,Masaki the Legendary Swordsman,Monster (Normal),1100,1100,Legendary swordmaster Masaki is a veteran of over 100 battles.,1.5,
DM1136,Mask of Brutality,Spell,,,"The equipped monster gains 1000 ATK and loses 1000 DEF. During each of your Standby Phases, pay 1000",3.5,
DM1137,Mask of Darkness,Monster (Effect),900,400,FLIP: Target 1 Trap in your GY; add that target to your hand.,4.1,
DM1138,Mask of Dispel,Spell,,,Select 1 face-up Spell Card on the field. The controller of the Spell Card takes 500 points of damag,3.5,
DM1139,Mask of Restrict,Trap,,,Neither player can Tribute cards.,2.3,
DM1140,Mask of Weakness,Trap,,,Target 1 attacking monster; that target loses 700 ATK until the end of this turn.,2.3,
DM1141,Mask of the Accursed,Spell,,,"The equipped monster cannot attack. Once per turn, during your Standby Phase: Inflict 500 damage to ",3.5,
DM1142,Masked Beast Des Gardius,Monster (Effect),3300,2500,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing,5.1,
DM1143,Masked Clown,Monster (Normal),500,700,''This warrior's fatal dance is performed with a lethal sickle.'',1.3,
DM1144,Masked Dragon,Monster (Effect),1400,1100,When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Dragon-Typ,2.5,
