Nº	NOME	TIPO	ATRIBUTO	RAÇA/PROPRIEDADE	LV	ATK	DEF	ID	DESC
0994	Kaiser Glider	Monster (Effect)	LIGHT	Dragon	6	2400	2200	52824910	Cannot be destroyed by battle with a monster that has the same ATK. If this card is destroyed and sent to the Graveyard: Target 1 monster on the field; return that target to the hand.
0995	Kaiser Sea Horse	Monster (Effect)	LIGHT	Sea Serpent	4	1700	1650	17444133	This card can be treated as 2 Tributes for the Tribute Summon of a LIGHT monster.
0996	Kamakiriman	Monster (Normal)	EARTH	Insect	4	1150	1400	68928540	''A man-shaped mantis with two razor-sharp scythes.''
0997	Kaminari Attack	Monster (Fusion)	WIND	Thunder	5	1900	1400	9653271	"Ocubeam" + "Mega Thunderball"
0998	Kaminote Blow	Spell Card		Normal				97570038	Activate only if there is at least 1 face-up "Chu-Ske the Mouse Fighter", "Monk Fighter", or "Master Monk" on your side of the field. Destroy the monster(s) that battle with these monsters on your side of the field this turn, at the end of each Damage Step.
0999	Kamionwizard	Monster (Fusion)	DARK	Spellcaster	4	1300	1100	41544074	"Mystical Elf" + "Curtain of the Dark Ones"
1000	Kanan the Swordmistress	Monster (Normal)	EARTH	Warrior	4	1400	1400	12829151	A lady warrior armed with sword and shield, she floats lightly and stings sharply.
1001	Kangaroo Champ	Monster (Effect)	EARTH	Beast	4	800	700	95789089	A monster that battles with this card is changed to Defense Position after damage calculation.
1002	Kanikabuto	Monster (Normal)	WATER	Aqua	3	650	900	84103702	''A monster crab with huge claws for clipping enemies to little pieces.''
1003	Kappa Avenger	Monster (Normal)	WATER	Aqua	3	1200	900	48109103	''An amphibian that sold his soul for unlimited power to avenge his late friend.''
1004	Karakuri Spider	Monster (Effect)	EARTH	Machine	2	400	500	45688586	If this card attacks a DARK monster, destroy the attack target after damage calculation.
1005	Karate Man	Monster (Effect)	EARTH	Warrior	3	1000	1000	23289281	You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.
1006	Karbonala Warrior	Monster (Fusion)	EARTH	Warrior	4	1500	1200	54541900	"M-Warrior #1" + "M-Warrior #2"
1007	Kattapillar	Monster (Normal)	EARTH	Insect	1	250	300	81179446	''Attacks enemies by spitting thin, sticky webs.''
1008	Kazejin	Monster (Effect)	WIND	Spellcaster	7	2400	2200	62340868	During damage calculation in your opponent's turn, if this card is being attacked: You can target the attacking monster; make that target's ATK 0 during damage calculation only (this is a Quick Effect). This effect can only be used once while this card is face-up on the field.
1009	Kelbek	Monster (Effect)	EARTH	Fairy	4	1500	1800	54878498	A monster that attacks this card returns to the hand. Damage calculation is applied normally.
1010	Keldo	Monster (Effect)	EARTH	Fairy	4	1200	1600	80441106	When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard, add them to your opponent's Deck and the Deck is then shuffled.
1011	Key Mace	Monster (Normal)	LIGHT	Fairy	1	400	300	1929294	Enemies' hearts will melt at the sight of this small fairy's cuteness.
1012	Key Mace #2	Monster (Normal)	DARK	Fiend	4	1050	1200	20541432	This fiend brings out the worst in everyone.
1013	Killer Needle	Monster (Normal)	WIND	Insect	4	1200	1000	88979991	A huge bee with exceptional strength that's particularly dangerous in a swarm.
1014	King Dragun	Monster (Fusion)	DARK	Dragon	7	2400	1100	13756293	"Lord of D." + "Divine Dragon Ragnarok" Your opponent cannot target Dragon monsters with card effects. Once per turn: You can Special Summon 1 Dragon monster from your hand.
1015	King Fog	Monster (Normal)	DARK	Fiend	3	1000	900	84686841	A fiend that dwells in a blinding curtain of smoke.
1016	King Tiger Wanghu	Monster (Effect)	EARTH	Beast	4	1700	1000	83986578	When a monster(s) with 1400 or less ATK is Normal Summoned or Special Summoned: Destroy those monsters with 1400 or less ATK. This card must be face-up on the field to activate and to resolve this effect.
1017	King of Yamimakai	Monster (Normal)	DARK	Fiend	5	2000	1530	69455834	Wields the power of darkness to destroy its enemies.
1018	King of the Skull Servants	Monster (Effect)	DARK	Zombie	1	-1	0	36021814	The original ATK of this card is the combined number of "King of the Skull Servants" and "Skull Servant" in your GY x 1000. When this card is destroyed by battle and sent to the GY: You can banish 1 other "King of the Skull Servants" or 1 "Skull Servant" from your GY; Special Summon this card.
1019	King of the Swamp	Monster (Effect)	WATER	Aqua	3	500	1100	79109599	This card can be used as a substitute for any 1 Fusion Material whose name is specifically listed on the Fusion Monster Card, but the other Fusion Material(s) must be correct. You can discard this card to the Graveyard; add 1 "Polymerization" from your Deck to your hand.
1020	King's Knight	Monster (Effect)	LIGHT	Warrior	4	1600	1400	64788463	When this card is Normal Summoned while you control "Queen's Knight": You can Special Summon 1 "Jack's Knight" from your Deck.
1021	Kiryu	Monster (Effect)	DARK	Dragon	5	2000	1500	84814897	Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your "Dark Blade" as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK/DEF of the equipped monster by 900 points, and you can Tribute this card to allow the equipped monster to attack your opponent's Life Points directly this turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)
1022	Kiseitai	Monster (Effect)	DARK	Fiend	2	300	800	4266839	When your opponent's monster attacks this card in face-down Defense Position, this card becomes an Equip Spell Card equipped to the attacking monster (No damage calculation is conducted). During each of your opponent's Standby Phases, increase your Life Points by half of the ATK of the monster equipped with this card.
1023	Kishido Spirit	Spell Card		Continuous				60519422	Monsters on your side of the field cannot be destroyed in a battle if the monsters' ATK are equal.
1024	Knight's Title	Spell Card		Normal				87210505	Tribute 1 face-up "Dark Magician"; Special Summon 1 "Dark Magician Knight" from your hand, Deck or Graveyard.
1025	Koitsu	Monster (Effect)	WATER	Fairy	10	200	100	69456283	Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your "Aitsu" as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK of the equipped monster by 3000 points. When it attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)
1026	Kojikocy	Monster (Normal)	EARTH	Warrior	4	1500	1200	1184620	A man-hunter with powerful arms that can crush boulders.
1027	Korogashi	Monster (Normal)	EARTH	Insect	2	550	400	32569498	''A high-powered dung beetle that can roll dung larger than itself. It crushes its foes with its massive ball of dung.''
1028	Kotodama	Monster (Effect)	EARTH	Fairy	3	0	1600	19406822	If there are face-up monsters with the same name on the field, destroy those monsters. (If a monster is Summoned or flipped face-up that has the same name as a monster that is already face-up on the field, the new face-up monster is destroyed. If they are Summoned or flipped face-up at the same time, they are all destroyed.)
1029	Koumori Dragon	Monster (Normal)	DARK	Dragon	4	1500	1200	67724379	A vicious, fire-breathing dragon whose wicked flame corrupts the souls of its victims.
1030	Kozaky	Monster (Normal)	DARK	Fiend	1	400	400	99171160	A workaholic fiend who devotes everything to his research into the languages of Dark World. His mind has collapsed because of working too hard.
1031	Kozaky's Self-Destruct Button	Trap Card		Normal				21908319	Inflict 1000 damage to the player who destroyed this Set card.
1032	Krokodilus	Monster (Normal)	WATER	Reptile	4	1100	1200	76512652	''A vicious crocodile with great intelligence.''
1033	Kryuel	Monster (Effect)	DARK	Fiend	4	1000	1700	82642348	When this card is sent to the Graveyard as a result of battle, toss a coin and call it. If you call it right, destroy 1 monster on your opponent's side of the field.
1034	Kumootoko	Monster (Normal)	EARTH	Insect	3	700	1400	56283725	A massive, intelligent spider that traps enemies with webbing.
1035	Kunai with Chain	Trap Card		Normal				37390589	Activate 1 or both of these effects (simultaneously). ● When an opponent's monster declares an attack: Target the attacking monster; change that target to Defense Position. ● Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK.
1036	Kurama	Monster (Normal)	WIND	Winged Beast	3	800	800	85705804	A vicious bird that attacks from the skies with its whip-like tail.
1037	Kuriboh	Monster (Effect)	DARK	Fiend	1	300	200	40640057	During damage calculation, if your opponent's monster attacks (Quick Effect): You can discard this card; you take no battle damage from that battle.
1038	Kuwagata α	Monster (Normal)	EARTH	Insect	4	1250	1000	60802233	A very vicious stag beetle that goes for the head.
1039	Kwagar Hercules	Monster (Fusion)	EARTH	Insect	6	1900	1700	95144193	"Kuwagata α" + "Hercules Beetle"
1040	Kycoo the Ghost Destroyer	Monster (Effect)	DARK	Spellcaster	4	1800	700	88240808	When this card inflicts battle damage to your opponent: You can target up to 2 monsters in their Graveyard; banish those targets. Your opponent cannot banish cards from either player's Graveyard.
1041	La Jinn the Mystical Genie of the Lamp	Monster (Normal)	DARK	Fiend	4	1800	1000	97590747	A genie of the lamp that is at the beck and call of its master.
1042	LaLa Li-oon	Monster (Normal)	WIND	Thunder	2	600	600	9430387	''An electric cloud creature, its acid rain makes it very dangerous.''
1043	LaMoon	Monster (Normal)	LIGHT	Spellcaster	5	1200	1700	75850803	''A sorcerer that draws its powers from the lunar landscape.''
1044	Labyrinth Tank	Monster (Fusion)	DARK	Machine	7	2400	2400	99551425	"Giga-Tech Wolf" + "Cannon Soldier"
1045	Labyrinth Wall	Monster (Normal)	EARTH	Rock	5	0	3000	67284908	These walls form a labyrinth with no exit for enemies.
1046	Labyrinth of Nightmare	Trap Card		Continuous				66526672	Once per turn, during each player's End Phase: Change the battle positions of all face-up monsters the turn player controls.
1047	Lady Assailant of Flames	Monster (Effect)	FIRE	Pyro	4	1500	1000	90147755	FLIP: Banish the top 3 cards of your Deck; inflict 800 damage to your opponent.
1048	Lady Ninja Yae	Monster (Effect)	WIND	Warrior	3	1100	200	82005435	By discarding 1 WIND monster from your hand to the Graveyard, return all Spell and Trap Cards on your opponent's side of the field to the owner's hand.
1049	Lady Panther	Monster (Effect)	EARTH	Beast-Warrior	4	1400	1300	38480590	Tribute this face-up card to return 1 of your monsters destroyed as a result of battle during this turn to the top of your Deck.
1050	Lady of Faith	Monster (Normal)	LIGHT	Spellcaster	3	1100	800	17358176	Soothes the souls of others by chanting a mysterious spell.
1051	Larvae Moth	Monster (Effect)	EARTH	Insect	2	500	400	87756343	This monster cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing "Petit Moth" during your 2nd turn after "Petit Moth" has been equipped with "Cocoon of Evolution".
1052	Larvas	Monster (Normal)	EARTH	Beast	3	800	1000	94675535	A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms.
1053	Laser Cannon Armor	Spell Card		Equip				77007920	Equip only to an Insect monster. It gains 300 ATK/DEF.
1054	Last Day of Witch	Spell Card		Normal				90330453	Destroy all face-up Spellcaster-Type monsters on the field.
1055	Last Turn	Trap Card		Normal				28566710	This card can only be activated during your opponent's turn when your Life Points are 1000 or less. Select 1 monster on your side of the field and send all other cards on the field and in their respective owners' hands to their respective Graveyards. After that, your opponent selects and Special Summons 1 monster from their Deck in face-up Attack Position and attacks your selected monster. (Any Battle Damage from this battle is treated as 0.) The player whose monster remains alone on the field at the End Phase of this turn wins the Duel. Any other case results in a DRAW.
1056	Last Will	Spell Card		Normal				85602018	If a monster on your side of the field was sent to your Graveyard this turn, you can Special Summon 1 monster with an ATK of 1500 points or less from your Deck once during this turn. Then shuffle your Deck.
1057	Laughing Flower	Monster (Normal)	EARTH	Plant	2	900	500	42591472	''A flower whose laugh can confuse the minds of enemies.''
1058	Launcher Spider	Monster (Normal)	FIRE	Machine	7	2200	2500	87322377	A mechanical spider with rocket launchers capable of random fire.
1059	Lava Battleguard	Monster (Effect)	EARTH	Warrior	5	1550	1800	20394040	This card gains 500 ATK for each "Swamp Battleguard" you control.
1060	Lava Golem	Monster (Effect)	FIRE	Fiend	8	3000	2500	102380	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) to your opponent's field by Tributing 2 monsters they control. You cannot Normal Summon/Set the turn you Special Summon this card. Once per turn, during your Standby Phase: Take 1000 damage.
1061	Left Arm of the Forbidden One	Monster (Normal)	DARK	Spellcaster	1	200	300	7902349	A forbidden left arm sealed by magic. Whosoever breaks this seal will know infinite power.
1062	Left Leg of the Forbidden One	Monster (Normal)	DARK	Spellcaster	1	200	300	44519536	A forbidden left leg sealed by magic. Whosoever breaks this seal will know infinite power.
1063	Legacy Hunter	Monster (Effect)	EARTH	Warrior	4	1000	1500	87010442	When this card attacks a face-down Defense Position monster and destroys it and sends it to the Graveyard as a result of battle, your opponent returns 1 random card from their hand to their Deck. Their Deck is then shuffled.
1064	Legacy of Yata-Garasu	Trap Card		Normal				30461781	Activate 1 of these effects: ● Draw 1 card. ● Activate only if your opponent controls a face-up Spirit monster. Draw 2 cards.
1065	Legendary Black Belt	Spell Card		Equip				96458440	Equip only to "Chu-Ske the Mouse Fighter", "Monk Fighter", or "Master Monk". When the equipped monster destroys your opponent's monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the DEF of the destroyed monster.
1066	Legendary Fiend	Monster (Effect)	DARK	Fiend	6	1500	1800	99747800	Once per turn, during your Standby Phase: This card gains 700 ATK.
1067	Legendary Flame Lord	Monster (Ritual)	FIRE	Spellcaster	7	2400	2000	60258960	This card can only be Ritual Summoned with the Ritual Spell Card, "Incandescent Ordeal". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove 3 Spell Counters from this card to destroy all monsters on the field except this card.
1068	Legendary Jujitsu Master	Monster (Effect)	EARTH	Rock	3	1300	1800	25773409	If this Defense Position card battled a monster, at the end of the Damage Step: Place that monster on the top of the Deck.
1069	Legendary Sword	Spell Card		Equip				61854111	Equip only to a Warrior monster. It gains 300 ATK/DEF.
1070	Leghul	Monster (Effect)	EARTH	Insect	1	300	350	12472242	This monster may attack your opponent's Life Points directly.
1071	Lekunga	Monster (Effect)	WATER	Plant	4	1700	500	62543393	You can banish 2 WATER monsters from your Graveyard; Special Summon 1 "Lekunga Token" (Plant-Type/WATER/Level 2/ATK 700/DEF 700) in Attack Position.
1072	Leo Wizard	Monster (Normal)	EARTH	Spellcaster	5	1350	1200	4392470	''A wizard with a black mantle who is actually a talking lion in disguise.''
1073	Leogun	Monster (Normal)	EARTH	Beast	5	1750	1550	10538007	Huge monster with a lion's mane similar to the King of Beasts.
1074	Lesser Dragon	Monster (Normal)	WIND	Dragon	4	1200	1000	55444629	A minor dragon incapable of breathing fire.
1075	Lesser Fiend	Monster (Effect)	DARK	Fiend	5	2100	1000	16475472	(This card is always treated as an "Archfiend" card.) Banish any monster destroyed by battle with this card.
1076	Level Conversion Lab	Trap Card		Normal				84397023	Select 1 monster in your hand and show it to your opponent, then roll a six-sided die. If the result is 1, send the selected monster to the Graveyard. If the result is 2-6, the Level of the selected monster becomes equal to the result until the end of this turn.
1077	Level Limit - Area B	Spell Card		Continuous				3136426	Change all face-up Level 4 or higher monsters to Defense Position.
1078	Level Up!	Spell Card		Normal				25290459	Send 1 face-up "LV" monster you control to the GY; Special Summon 1 monster from your hand or Deck that is listed in the sent monster's text, ignoring its Summoning conditions.
1079	Levia-Dragon - Daedalus	Monster (Effect)	WATER	Sea Serpent	7	2600	1500	37721209	You can send 1 face-up "Umi" you control to the GY; destroy all other cards on the field.
1080	Life Absorbing Machine	Trap Card		Continuous				14318794	During your Standby Phase, gain Life Points equal to half of the total Life Points you paid during your last turn.
1081	Light of Intervention	Trap Card		Continuous				62867251	While this card is on the field, Monster Cards cannot be Set or flipped face-down. If a Monster Card would be Set, it must be Normal Summoned in face-up Defense Position.
1082	Light of Judgment	Trap Card		Normal				44595286	If "The Sanctuary in the Sky" is on the field: Discard 1 LIGHT monster to the GY; apply 1 of the following effects.  ● Look at your opponent's hand and discard 1 card from their hand.  ● Send 1 card your opponent controls to the GY.
1083	Lighten the Load	Spell Card		Continuous				37231841	Once per turn, you can add 1 Level 7 or higher monster from your hand to your Deck and shuffle it, then draw 1 card.
1084	Lightforce Sword	Trap Card		Normal				49587034	Banish 1 random card from your opponent's hand, face-down. During your opponent's 4th Standby Phase after this card's activation, return that card to their hand.
1085	Lightning Blade	Spell Card		Equip				55226821	Equip only to a Warrior-Type monster. It gains 800 ATK. All WATER monsters lose 500 ATK.
1086	Lightning Conger	Monster (Normal)	WATER	Thunder	3	350	750	27671321	This massive eel generates huge charges of electricity and unleashes them as thunderbolts.
1087	Lightning Vortex	Spell Card		Normal				69162969	Discard 1 card; destroy all face-up monsters your opponent controls.
1088	Limiter Removal	Spell Card		Quick-Play				23171610	Double the ATK of all Machine monsters you currently control, until the end of this turn. During the End Phase of this turn, destroy those monsters.
1089	Liquid Beast	Monster (Normal)	WATER	Aqua	3	950	800	93108297	A liquid life form that thrives on water.
1090	Lisark	Monster (Normal)	EARTH	Beast	4	1300	1300	55210709	''A creature with sapphire eyes that mesmerizes and confuses enemies.''
1091	Little Chimera	Monster (Effect)	FIRE	Beast	2	600	550	68658728	All FIRE monsters on the field gain 500 ATK. All WATER monsters on the field lose 400 ATK.
1092	Little D	Monster (Normal)	EARTH	Dinosaur	3	1100	700	42625254	Yo, this tyrannosaurus tot's got a terrible temper.
1093	Little-Winguard	Monster (Effect)	WIND	Warrior	4	1400	1800	90790253	Once per turn, during your End Phase: You can change the battle position of this card.
1094	Living Vase	Monster (Normal)	EARTH	Plant	3	900	1100	34320307	''A living vase that bites enemies and blinds them with a blast of pollen from its flower.''
1095	Lizard Soldier	Monster (Normal)	WIND	Dragon	3	1100	800	20831168	A beast soldier derived from dragons, it is small for a Dragon-Type. Moving very quickly, this monster is an excellent strategist.
1096	Lone Wolf	Trap Card		Continuous				82452993	Activate only if the 1 and only monster on your side of the field is "Chu-Ske the Mouse Fighter", "Monk Fighter", or "Master Monk". That monster cannot be destroyed as a result of battle, and is unaffected by any of your opponent's monster effects.
1097	Lord Poison	Monster (Effect)	WATER	Plant	4	1500	1000	40320754	If this card is destroyed by battle and sent to the Graveyard: Target 1 Plant-Type monster in your Graveyard, except "Lord Poison"; Special Summon that target.
1098	Lord of D.	Monster (Effect)	DARK	Spellcaster	4	1200	1100	17985575	Neither player can target Dragon monsters on the field with card effects.
1099	Lord of Zemia	Monster (Normal)	DARK	Fiend	4	1300	1000	81618817	''A wicked entity that manipulates enemies towards a path of destruction.''
1100	Lord of the Lamp	Monster (Normal)	DARK	Fiend	4	1400	1200	99510761	This spirit emerges from the mystic lamp and obeys the wishes of its summoner.
1101	Lost Guardian	Monster (Effect)	EARTH	Rock	4	100	-1	45871897	The original DEF of this card equals the number of your banished Rock-Type monsters × 700.
1102	Lucky Trinket	Monster (Normal)	LIGHT	Spellcaster	2	600	800	3985011	This creature may look slim and weak, but it's protected by a mystical force.
1103	Luminous Soldier	Monster (Effect)	LIGHT	Warrior	5	2100	1400	57482479	If this card battles a DARK monster, increase the ATK of this card by 500 points during the Damage Step only.
1104	Luminous Spark	Spell Card		Field				81777047	All LIGHT monsters gain 500 ATK and lose 400 DEF.
1105	Lunar Queen Elzaim	Monster (Normal)	LIGHT	Fairy	3	750	1100	62210247	''A lovely creature guarded by the moon. Her lunar curtain can block just about any attack.''
1106	Luster Dragon	Monster (Normal)	WIND	Dragon	4	1900	1600	11091375	A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power.
1107	Luster Dragon #2	Monster (Normal)	WIND	Dragon	6	2400	1400	17658803	This dragon feeds on emerald. Enchanted by this monster even when attacked, few people live to tell of its beauty.
1108	M-Warrior #1	Monster (Normal)	EARTH	Warrior	3	1000	500	56342351	Specializing in combination attacks, this warrior uses magnetism to block an enemy's escape.
1109	M-Warrior #2	Monster (Normal)	EARTH	Warrior	3	500	1000	92731455	Specializing in combination attacks, this warrior is equipped with a tough, magnetically coated armor.
1110	Mabarrel	Monster (Normal)	DARK	Fiend	5	1700	1400	98795934	''This cannon-like creature fires eyeballs so fast they can't be seen.''
1111	Machine Attacker	Monster (Normal)	EARTH	Machine	5	1600	1300	38116136	''This machine, created to lead charges into enemy territory, mows down enemies by rushing.''
1112	Machine Conversion Factory	Spell Card		Equip				25769732	Equip only to a Machine monster. It gains 300 ATK/DEF.
1113	Machine Duplication	Spell Card		Normal				63995093	Target 1 Machine monster you control with 500 or less ATK; Special Summon up to 2 monsters from your Deck with the same name as that face-up monster.
1114	Machine King	Monster (Effect)	EARTH	Machine	6	2200	2000	46700124	This card gains 100 ATK for each Machine-Type monster on the field.
1115	Mad Dog of Darkness	Monster (Normal)	DARK	Beast	4	1900	1400	79182538	He used to be a normal dog who played around in a park, but was corrupted by the powers of darkness.
1116	Mad Lobster	Monster (Normal)	WATER	Aqua	3	1700	1000	97240270	A gourmet food renowned by the Dark World upper crust. It has sensational flavor.
1117	Mad Sword Beast	Monster (Effect)	EARTH	Dinosaur	4	1400	1200	79870141	If this card attacks a Defense Position monster, inflict piercing battle damage.
1118	Madjinn Gunn	Monster (Normal)	DARK	Fiend	2	600	800	43905751	''A living weapon that spits projectiles.''
1119	Mage Power	Spell Card		Equip				83746708	The equipped monster gains 500 ATK and DEF for each Spell/Trap Card you control.
1120	Magic Cylinder	Trap Card		Normal				62279055	When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, inflict damage to your opponent equal to its ATK.
1121	Magic Drain	Trap Card		Counter				59344077	When your opponent activates a Spell Card: They can discard 1 Spell Card to negate this card's effect, otherwise negate the activation of their Spell Card, and if you do, destroy it.
1122	Magic Formula	Spell Card		Equip				67227834	Equip only to "Dark Magician" or "Dark Magician Girl". It gains 700 ATK. If this card is sent from the field to the GY: Gain 1000 LP.
1123	Magic Jammer	Trap Card		Counter				77414722	When a Spell Card is activated: Discard 1 card; negate the activation, and if you do, destroy it.
1124	Magic Reflector	Spell Card		Normal				61844784	Target 1 face-up Spell Card you control; place 1 counter on it. If it would ever be destroyed, remove the counter instead.
1125	Magical Arm Shield	Trap Card		Normal				96008713	When your opponent declares an attack while you control a monster: Target 1 face-up monster your opponent controls, except the attacking monster; take control of that target until the end of the Battle Phase, and if you do, it is attacked instead, and you proceed to damage calculation.
1126	Magical Dimension	Spell Card		Quick-Play				28553439	If you control a Spellcaster monster: Target 1 monster you control; Tribute that target, then Special Summon 1 Spellcaster monster from your hand, then you can destroy 1 monster on the field.
1127	Magical Explosion	Trap Card		Normal				32723153	Activate only while you have no cards in your hand. Inflict 200 damage to your opponent for each Spell Card in your Graveyard.
1128	Magical Ghost	Monster (Normal)	DARK	Zombie	4	1300	1400	46474915	This creature casts a spell of terror and confusion just before attacking its enemies.
1129	Magical Hats	Trap Card		Normal				81210420	During your opponent's Battle Phase: Choose 2 Spell/Trap Cards from your Deck and 1 monster in your Main Monster Zone. Special Summon them as Normal Monsters (ATK 0/DEF 0) in face-down Defense Position, Set the chosen monster if it is face-up, and shuffle them on the field. The 2 cards chosen from your Deck are destroyed at the end of the Battle Phase, and cannot remain on the field except during this Battle Phase.
1130	Magical Labyrinth	Spell Card		Equip				64389297	Equip only to "Labyrinth Wall". You can Tribute the equipped monster; Special Summon "Wall Shadow" from your Deck.
1131	Magical Marionette	Monster (Effect)	DARK	Spellcaster	5	2000	1000	8034697	Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. This card gains 200 ATK for each Spell Counter on it. You can remove 2 Spell Counters from this card, then target 1 monster on the field; destroy that target.
1132	Magical Merchant	Monster (Effect)	LIGHT	Insect	1	200	700	32362575	FLIP: Excavate cards from the top of your Deck until you excavate a Spell/Trap, then add that card to your hand, also send the remaining cards to the GY.
1133	Magical Plant Mandragola	Monster (Effect)	DARK	Spellcaster	2	500	200	7802006	FLIP: Place 1 Spell Counter on each face-up card on the field that you can place a Spell Counter on.
1134	Magical Scientist	Monster (Effect)	DARK	Spellcaster	1	300	300	34206604	Pay 1000 Life Points to Special Summon 1 level 6 or lower Fusion Monster from your Extra Deck in face-up Attack or Defense Position. That Fusion Monster cannot attack your opponent's Life Points directly, and is returned to your Extra Deck at the end of the turn.
1135	Magical Stone Excavation	Spell Card		Normal				98494543	Discard 2 cards, then target 1 Spell in your GY; add it to your hand.
1136	Magical Thorn	Trap Card		Continuous				53119267	When your opponent's card(s) in their hand are discarded to the Graveyard, inflict 500 points of damage to their Life Points for each card that was discarded.
1137	Magician of Black Chaos	Monster (Ritual)	DARK	Spellcaster	8	2800	2600	30208479	You can Ritual Summon this card with "Black Magic Ritual".
1138	Magician of Faith	Monster (Effect)	LIGHT	Spellcaster	1	300	400	31560081	FLIP: Target 1 Spell in your GY; add that target to your hand.
1139	Magician's Valkyria	Monster (Effect)	LIGHT	Spellcaster	4	1600	1800	80304126	Monsters your opponent controls cannot target face-up Spellcaster-Type monsters for attacks, except this one.
1140	Maha Vailo	Monster (Effect)	LIGHT	Spellcaster	4	1550	1400	93013676	This card gains 500 ATK for each Equip Card equipped to this card.
1141	Maharaghi	Monster (Effect)	EARTH	Rock	4	1200	1700	40695128	This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. If this card is Normal Summoned or flipped face-up, look at 1 card on the top of your Deck during your next Draw Phase (before you draw), and return the card to the top or the bottom of your Deck.
1142	Maiden of the Aqua	Monster (Effect)	WATER	Aqua	4	700	2000	17214465	As long as this card remains face-up on the field, the field is treated as "Umi" (however there is no increasing or decreasing of ATK/DEF due to "Umi"'s effect). If there is an active Field Spell Card on the field, this effect is not applied.
1143	Maiden of the Moonlight	Monster (Normal)	LIGHT	Spellcaster	4	1500	1300	79629370	A sorcerer blessed by lunar light with powers far beyond mortal comprehension.
1144	Maji-Gire Panda	Monster (Effect)	EARTH	Beast	4	1000	800	60102563	Each time a Beast-Type monster(s) on the field is destroyed, this card gains 500 ATK.
1145	Major Riot	Trap Card		Normal				9074847	You can activate this card when 1 or more of your monsters are returned from the field to your hand by your opponent's effect. Return all Monster Cards on the field to your respective hands. Both you and your opponent then Special Summon from your hand the same number of Monster Cards on the field in face-down Defense Position.
1146	Maju Garzett	Monster (Effect)	DARK	Fiend	7	-1	0	8794435	The ATK of this card becomes equal to the combined original ATK of the 2 monsters you Tributed for the Tribute Summon of this card.
1147	Makiu, the Magical Mist	Spell Card		Normal				27827272	Target 1 "Summoned Skull", or 1 Thunder monster, in your Monster Zone; destroy all monsters your opponent controls with DEF less than or equal to the ATK of that monster. You cannot conduct your Battle Phase the turn you activate this card.
1148	Makyura the Destructor	Monster (Effect)	DARK	Warrior	4	1600	1200	21593977	If this card is sent from the Monster Zone to the GY: You can activate 1 Trap Card from your hand this turn. You can only use this effect of "Makyura the Destructor" once per turn.
1149	Malevolent Catastrophe	Trap Card		Normal				1224927	When an opponent's monster declares an attack: Destroy all Spell and Trap Cards on the field.
1150	Malevolent Nuzzler	Spell Card		Equip				99597615	The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard: You can pay 500 LP; place this card on the top of your Deck.
1151	Malice Dispersion	Spell Card		Quick-Play				13626450	Discard 1 card from your hand. Destroy all face-up Continuous Trap Cards.
1152	Malice Doll of Demise	Monster (Effect)	DARK	Fiend	4	1600	1700	72657739	During your next Standby Phase after this card was sent from the field to the Graveyard by the effect of a Continuous Spell Card: Special Summon this card from the Graveyard.
1153	Mammoth Graveyard	Monster (Normal)	EARTH	Dinosaur	3	1200	800	40374923	A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.
1154	Man Eater	Monster (Normal)	EARTH	Plant	2	800	600	93553943	Man-eating plant with poison feelers for attacking enemies.
1155	Man-Eater Bug	Monster (Effect)	EARTH	Insect	2	450	600	54652250	FLIP: Target 1 monster on the field; destroy it.
1156	Man-Eating Black Shark	Monster (Fusion)	WATER	Fish	5	2100	1300	80727036	"Sea Kamen" + "Gruesome Goo" + "Amazon of the Seas"
1157	Man-Eating Plant	Monster (Normal)	EARTH	Plant	2	800	600	49127943	''A meat-eating plant that is attractive to the eye but dangerous when approached.''
